WeaponName,Weight,Standard,Strike,Slash,Piercing,Magic,Fire,Lightning,Holy,BaseSwingTime
Death_Knight_Twin_Axes,5.5,0.0,0.0,10.1,0.0,0.0,0.0,6.8,0.0,0.75
Broadsword,4.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Longsword,4.0,7.8,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.7
Banished_Knight_Sword,7.0,14.8,0.0,0.0,2.1,0.0,0.0,0.0,0.0,1.0
Misericorde,2.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.4
Executioner_Greataxe,15.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
Rusted_Anchor,12.5,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,1.2
Nightrider_Flail,6.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Grave_Scythe,9.5,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,1.1
Gargoyle_Twinblade,8.5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
Cross_Naginata,8.0,0.0,0.0,8.2,12.4,0.0,0.0,0.0,0.0,0.95
Clayman_Harpoon,5.5,0.0,0.0,0.0,11.8,9.2,0.0,0.0,0.0,0.9
Vyke_War_Spear,8.0,0.0,0.0,0.0,13.4,0.0,10.5,0.0,0.0,1.0
Cleanrot_Knight_Sword,4.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.65
Antspur_Rapier,3.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.65
Bloody_Helice,11.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,1.1
Godskin_Stitcher,7.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,1.0
Magma_Wyrm_Scalesword,15.0,0.0,0.0,22.1,0.0,0.0,13.8,0.0,0.0,1.2
Bloodhound_Claws,3.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.5
Hookclaws,2.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.45
Urumi,3.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.75
Hoslow_Petal_Whip,3.5,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.75
Marais_Executioner_Sword,11.5,15.6,0.0,0.0,0.0,12.1,0.0,0.0,0.0,1.1
Helphen_Steeple,11.5,14.8,0.0,0.0,0.0,11.4,0.0,0.0,0.0,1.1
Death_Poker,12.5,11.2,0.0,0.0,9.1,9.1,0.0,0.0,0.0,1.15
Golden_Halberd,13.5,19.4,0.0,0.0,0.0,0.0,0.0,0.0,10.2,1.15
Nightrider_Glaive,12.0,12.5,0.0,14.2,0.0,0.0,0.0,0.0,0.0,1.15
Glaive,10.0,11.4,0.0,15.3,0.0,0.0,0.0,0.0,0.0,1.1
Vulgar_Militia_Saw,8.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,1.0
Commander_Standard,11.5,22.4,0.0,0.0,4.2,0.0,0.0,0.0,0.0,1.15
Grafted_Blade_Greatsword,21.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45
Dragon_Halberd,10.5,21.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.1
Loretta_War_Sickle,10.0,0.0,0.0,14.8,0.0,12.2,0.0,0.0,0.0,1.05
Sword_of_St_Trina,3.0,8.4,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.7
Regalia_of_Eochaid,5.5,0.0,0.0,11.4,0.0,8.3,0.0,0.0,0.0,0.75
Carian_Knight_Sword,4.0,0.0,0.0,10.2,0.0,9.2,0.0,0.0,0.0,0.7
Star_Lined_Sword,5.0,0.0,0.0,11.6,0.0,8.1,0.0,0.0,0.0,0.8
Leda_Sword,6.5,0.0,0.0,12.4,0.0,0.0,0.0,0.0,7.9,0.75
Dragon_Hunter_Great_Katana,9.5,0.0,0.0,21.2,6.4,0.0,0.0,0.0,0.0,1.05
Claws_of_Night,2.0,0.0,0.0,8.8,2.2,0.0,0.0,0.0,0.0,0.45
Beast_Claw,1.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.5
Red_Bear_Claw,2.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.55
Dane_Footwork,1.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.55
Smithscript_Dagger,1.5,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.4
Curseblade_Cirque,2.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.6
Black_Steel_Twinblade,8.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,9.1,0.9
Chilling_Perfume,1.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.5
Frenzyflame_Perfume,1.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.5
Smithscript_Greathammer,13.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Devonia_Hammer,22.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,13.2,1.5
Shadow_Sunflower_Blossom,21.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,14.4,1.45
Ordovis_Greatsword_Variant_1,11.52,15.81,0.0,0.0,0.0,0.0,0.0,0.0,8.17,1.19
Hookclaws_Variant_2,2.2,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.41
Firespark_Perfume_Variant_3,0.92,0.0,0.0,0.0,0.0,0.0,12.13,0.0,0.0,0.48
Scavenger_Curved_Sword_Variant_4,3.74,0.0,0.0,15.01,0.0,0.0,0.0,0.0,0.0,0.63
Commander_Standard_Variant_5,11.22,23.52,0.0,0.0,3.9,0.0,0.0,0.0,0.0,1.16
Sacred_Relic_Sword_Variant_6,10.69,0.0,0.0,7.73,0.0,0.0,0.0,0.0,17.65,0.92
Hoslow_Petal_Whip_Variant_7,3.82,0.0,0.0,14.24,0.0,0.0,0.0,0.0,0.0,0.73
Cleanrot_Knight_Sword_Variant_8,4.34,0.0,0.0,0.0,12.67,0.0,0.0,0.0,0.0,0.59
Maliketh_Black_Blade_Variant_9,20.97,16.65,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.37
Spear_of_the_Impaler_Variant_10,9.75,0.0,0.0,0.0,14.3,0.0,12.09,0.0,0.0,1.14
Ghiza_Wheel_Variant_11,18.28,10.78,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.47
Cross_Naginata_Variant_12,7.72,0.0,0.0,8.99,12.03,0.0,0.0,0.0,0.0,0.96
Banished_Knight_Sword_Variant_13,6.78,15.16,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.97
Longsword_Variant_14,3.75,8.1,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.73
Devonia_Hammer_Variant_15,23.19,0.0,25.88,0.0,0.0,0.0,0.0,0.0,13.82,1.61
Dryleaf_Arts_Variant_16,1.06,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.55
Meteoric_Ore_Blade_Variant_17,7.36,0.0,0.0,10.69,0.0,8.97,0.0,0.0,0.0,0.84
Curseblade_Cirque_Variant_18,1.83,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.63
Magma_Wyrm_Scalesword_Variant_19,15.05,0.0,0.0,23.72,0.0,0.0,12.59,0.0,0.0,1.24
Glintstone_Kris_Variant_20,1.63,0.0,0.0,0.0,5.23,8.51,0.0,0.0,0.0,0.5
Vyke_War_Spear_Variant_21,8.79,0.0,0.0,0.0,12.99,0.0,11.25,0.0,0.0,0.92
Firespark_Perfume_Variant_22,1.06,0.0,0.0,0.0,0.0,0.0,12.11,0.0,0.0,0.47
Hand_of_Malenia_Variant_23,16.5,0.0,0.0,20.24,0.0,0.0,0.0,0.0,0.0,0.99
Grave_Scythe_Variant_24,9.02,0.0,0.0,21.74,0.0,0.0,0.0,0.0,0.0,1.09
Regalia_of_Eochaid_Variant_25,5.67,0.0,0.0,10.82,0.0,7.53,0.0,0.0,0.0,0.73
Maliketh_Black_Blade_Variant_26,24.07,17.26,0.0,0.0,0.0,0.0,0.0,0.0,13.75,1.58
Smithscript_Dagger_Variant_27,1.44,0.0,0.0,0.0,8.64,0.0,0.0,0.0,0.0,0.44
Sword_of_Night_Flame_Variant_28,4.39,5.9,0.0,0.0,0.0,8.11,7.51,0.0,0.0,0.75
Gargoyle_Twinblade_Variant_29,8.95,15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
Cleanrot_Knight_Sword_Variant_30,4.04,0.0,0.0,0.0,11.43,0.0,0.0,0.0,0.0,0.71
Firespark_Perfume_Variant_31,1.06,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.45
Starscourge_Greatsword_Variant_32,21.52,19.43,0.0,0.0,0.0,11.32,0.0,0.0,0.0,1.42
Godskin_Peeler_Variant_33,8.26,0.0,0.0,4.25,14.9,0.0,0.0,0.0,0.0,0.83
Hand_of_Malenia_Variant_34,15.35,0.0,0.0,19.08,0.0,0.0,0.0,0.0,0.0,0.87
Glintstone_Kris_Variant_35,1.51,0.0,0.0,0.0,5.84,8.85,0.0,0.0,0.0,0.52
Ghiza_Wheel_Variant_36,17.44,11.19,0.0,18.63,0.0,0.0,0.0,0.0,0.0,1.51
Rellana_Twin_Blades_Variant_37,7.54,0.0,0.0,8.8,0.0,8.35,7.65,0.0,0.0,0.77
Black_Steel_Twinblade_Variant_38,8.19,0.0,12.49,0.0,0.0,0.0,0.0,0.0,9.49,0.93
Godskin_Peeler_Variant_39,8.6,0.0,0.0,4.02,17.33,0.0,0.0,0.0,0.0,0.85
Firespark_Perfume_Variant_40,1.08,0.0,0.0,0.0,0.0,0.0,11.88,0.0,0.0,0.46
Regalia_of_Eochaid_Variant_41,5.65,0.0,0.0,12.52,0.0,7.69,0.0,0.0,0.0,0.81
Winged_Scythe_Variant_42,6.84,0.0,0.0,13.1,0.0,0.0,0.0,0.0,11.69,1.05
Golden_Halberd_Variant_43,14.78,21.27,0.0,0.0,0.0,0.0,0.0,0.0,9.62,1.07
Moonveil_Variant_44,8.3,0.0,0.0,7.66,0.0,16.06,0.0,0.0,0.0,0.86
Milady_Variant_45,6.69,0.0,0.0,12.9,3.35,0.0,0.0,0.0,0.0,0.91
Meteoric_Ore_Blade_Variant_46,7.94,0.0,0.0,10.72,0.0,8.01,0.0,0.0,0.0,0.76
Black_Knife_Variant_47,2.07,0.0,0.0,3.2,4.75,0.0,0.0,0.0,8.50,0.50
Blasphemous_Blade_Variant_48,14.81,0.0,0.0,8.59,0.0,0.0,20.12,0.0,0.0,1.01
Vyke_War_Spear_Variant_49,7.65,0.0,0.0,0.0,14.63,0.0,10.89,0.0,0.0,0.92
Antspur_Rapier_Variant_50,2.75,0.0,0.0,0.0,10.95,0.0,0.0,0.0,0.0,0.59
Marais_Executioner_Sword_Variant_51,11.92,16.94,0.0,0.0,0.0,12.86,0.0,0.0,0.0,1.07
Black_Steel_Twinblade_Variant_52,8.32,0.0,12.44,0.0,0.0,0.0,0.0,0.0,8.2,0.82
Rivers_of_Blood_Variant_53,12.67,0.0,0.0,7.66,0.0,0.0,10.74,0.0,0.0,0.63
Golden_Halberd_Variant_54,14.01,17.69,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.25
Dryleaf_Arts_Variant_55,1.09,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Reduvia_Variant_56,2.35,0.0,0.0,5.85,8.6,0.0,0.0,0.0,0.0,0.50
Commander_Standard_Variant_57,10.63,23.98,0.0,0.0,4.06,0.0,0.0,0.0,0.0,1.12
Anvil_Hammer_Variant_58,23.93,0.0,22.15,0.0,0.0,0.0,12.16,0.0,0.0,1.42
Golden_Halberd_Variant_59,14.14,21.3,0.0,0.0,0.0,0.0,0.0,0.0,10.17,1.2
Great_Stars_Variant_60,11.79,0.0,23.44,0.0,0.0,0.0,0.0,0.0,0.0,1.19
Grafted_Blade_Greatsword_Variant_61,19.73,25.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Godskin_Peeler_Variant_62,7.58,0.0,0.0,4.53,14.97,0.0,0.0,0.0,0.0,0.86
Executioner_Greataxe_Variant_63,15.94,24.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
Executioner_Greataxe_Variant_64,13.81,23.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26
Giant_Crusher_Variant_65,27.13,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1.78
Bloody_Helice_Variant_66,10.42,0.0,0.0,0.0,24.78,0.0,0.0,0.0,0.0,1.02
Great_Stars_Variant_67,12.88,0.0,23.73,0.0,0.0,0.0,0.0,0.0,0.0,1.08
Dragon_Halberd_Variant_68,10.15,23.47,0.0,0.0,3.68,0.0,0.0,0.0,0.0,1.16
Nightrider_Glaive_Variant_69,13.17,13.74,0.0,12.85,0.0,0.0,0.0,0.0,0.0,1.24
Helphen_Steeple_Variant_70,11.67,15.78,0.0,0.0,0.0,12.44,0.0,0.0,0.0,1.13
Vyke_War_Spear_Variant_71,8.44,0.0,0.0,0.0,12.74,0.0,11.14,0.0,0.0,0.98
Great_Stars_Variant_72,11.45,0.0,22.99,0.0,0.0,0.0,0.0,0.0,0.0,1.09
Sword_of_St_Trina_Variant_73,2.92,8.7,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.64
Executioner_Greataxe_Variant_74,14.35,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
Banished_Knight_Sword_Variant_75,6.58,13.32,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.91
Executioner_Greataxe_Variant_76,15.98,25.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
Bloodhound_Claws_Variant_77,2.84,0.0,0.0,10.46,0.0,0.0,0.0,0.0,0.0,0.55
Carian_Knight_Sword_Variant_78,3.71,0.0,0.0,9.82,0.0,9.92,0.0,0.0,0.0,0.63
Nagakiba_Variant_79,7.24,0.0,0.0,15.42,3.79,0.0,0.0,0.0,0.0,0.93
Anvil_Hammer_Variant_80,19.94,0.0,22.66,0.0,0.0,0.0,10.94,0.0,0.0,1.62
Moghwyn_Sacred_Spear_Variant_81,18.27,0.0,0.0,0.0,15.22,0.0,12.16,0.0,0.0,1.2
Curseblade_Cirque_Variant_82,2.18,0.0,0.0,10.91,0.0,0.0,0.0,0.0,0.0,0.63
Milady_Variant_83,6.65,0.0,0.0,13.31,3.15,0.0,0.0,0.0,0.0,0.87
Great_Stars_Variant_84,12.02,0.0,21.03,0.0,0.0,0.0,0.0,0.0,0.0,1.12
Blasphemous_Blade_Variant_85,14.33,0.0,0.0,8.53,0.0,0.0,21.84,0.0,0.0,1.07
Cross_Naginata_Variant_86,7.27,0.0,0.0,8.33,12.52,0.0,0.0,0.0,0.0,0.88
Smithscript_Dagger_Variant_87,1.55,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.36
Astel_Wing_Variant_88,2.35,0.0,0.0,5.43,0.0,12.11,0.0,0.0,0.0,0.58
Anvil_Hammer_Variant_89,22.17,0.0,19.36,0.0,0.0,0.0,12.06,0.0,0.0,1.54
Reduvia_Variant_90,2.44,0.0,0.0,6.39,8.0,0.0,0.0,0.0,0.0,0.50
Ordovis_Greatsword_Variant_91,13.12,15.99,0.0,0.0,0.0,0.0,0.0,0.0,8.92,1.20
Scavenger_Curved_Sword_Variant_92,3.72,0.0,0.0,13.03,0.0,0.0,0.0,0.0,0.0,0.64
Curseblade_Cirque_Variant_93,2.16,0.0,0.0,10.97,0.0,0.0,0.0,0.0,0.0,0.64
Euporia_Variant_94,7.87,0.0,7.62,0.0,0.0,0.0,0.0,0.0,16.83,0.97
Winged_Scythe_Variant_95,7.47,0.0,0.0,12.36,0.0,0.0,0.0,0.0,10.24,0.97
Beast_Claw_Variant_96,0.97,0.0,0.0,9.35,0.0,0.0,0.0,0.0,0.0,0.47
Nightrider_Flail_Variant_97,5.71,0.0,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.84
Curseblade_Cirque_Variant_98,2.07,0.0,0.0,10.49,0.0,0.0,0.0,0.0,0.0,0.58
Frenzyflame_Perfume_Variant_99,1.03,0.0,0.0,0.0,0.0,0.0,9.66,0.0,0.0,0.54
Spear_of_the_Impaler_Variant_100,9.11,0.0,0.0,0.0,15.21,0.0,12.32,0.0,0.0,1.24
Dragon_Halberd_Variant_101,9.88,19.82,0.0,0.0,3.34,0.0,0.0,0.0,0.0,1.16
Uchigatana_Variant_102,5.5,0.0,0.0,17.46,0.0,0.0,0.0,0.0,0.0,0.78
Firespark_Perfume_Variant_103,0.98,0.0,0.0,0.0,0.0,0.0,11.45,0.0,0.0,0.54
Misericorde_Variant_104,2.05,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.44
Gargoyle_Black_Blades_Variant_105,8.89,0.0,0.0,10.89,0.0,0.0,0.0,0.0,10.02,0.96
Godskin_Stitcher_Variant_106,7.32,0.0,0.0,0.0,19.47,0.0,0.0,0.0,0.0,1.02
Carian_Knight_Sword_Variant_107,4.17,0.0,0.0,9.71,0.0,9.55,0.0,0.0,0.0,0.65
Carian_Knight_Sword_Variant_108,3.97,0.0,0.0,9.63,0.0,8.48,0.0,0.0,0.0,0.72
Sword_of_St_Trina_Variant_109,2.94,7.85,0.0,0.0,0.0,7.59,0.0,0.0,0.0,0.73
Grave_Scythe_Variant_110,8.63,0.0,0.0,22.03,0.0,0.0,0.0,0.0,0.0,1.11
Reduvia_Variant_111,2.49,0.0,0.0,6.56,8.9,0.0,0.0,0.0,0.0,0.55
Longsword_Variant_112,4.15,7.13,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.68
Smithscript_Axe_Variant_113,4.55,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
Rakshasa_Great_Katana_Variant_114,10.33,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.13
Smithscript_Axe_Variant_115,4.56,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Spear_of_the_Impaler_Variant_116,9.07,0.0,0.0,0.0,13.78,0.0,11.57,0.0,0.0,1.17
Grave_Scythe_Variant_117,9.07,0.0,0.0,23.66,0.0,0.0,0.0,0.0,0.0,1.1
Ruins_Greatsword_Variant_118,24.39,0.0,28.5,0.0,0.0,7.55,0.0,0.0,0.0,1.58
Banished_Knight_Sword_Variant_119,6.56,14.27,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.91
Clayman_Harpoon_Variant_120,5.78,0.0,0.0,0.0,12.13,9.74,0.0,0.0,0.0,0.9
Beast_Claw_Variant_121,0.98,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.51
Rakshasa_Great_Katana_Variant_122,8.73,0.0,0.0,20.17,0.0,0.0,0.0,0.0,0.0,1.06
Smithscript_Axe_Variant_123,5.35,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
Astel_Wing_Variant_124,2.4,0.0,0.0,5.55,0.0,11.52,0.0,0.0,0.0,0.62
Great_Katana_Variant_125,9.71,0.0,0.0,17.81,3.89,0.0,0.0,0.0,0.0,0.99
Frenzyflame_Perfume_Variant_126,1.09,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.46
Lightning_Perfume_Variant_127,1.09,0.0,0.0,0.0,0.0,0.0,0.0,11.57,0.0,0.46
Red_Bear_Claw_Variant_128,2.11,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0,0.56
Black_Steel_Twinblade_Variant_129,7.5,0.0,12.64,0.0,0.0,0.0,0.0,0.0,9.4,0.97
Backhand_Blade_Variant_130,1.92,0.0,0.0,12.34,2.2,0.0,0.0,0.0,0.0,0.63
Chilling_Perfume_Variant_131,1.05,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0.0,0.5
Rakshasa_Great_Katana_Variant_132,10.16,0.0,0.0,24.54,0.0,0.0,0.0,0.0,0.0,1.07
Marika_Hammer_Variant_133,10.07,0.0,15.23,0.0,0.0,0.0,0.0,0.0,9.01,0.96
Vulgar_Militia_Saw_Variant_134,7.31,0.0,0.0,20.68,0.0,0.0,0.0,0.0,0.0,1.05
Antspur_Rapier_Variant_135,3.08,0.0,0.0,0.0,10.66,0.0,0.0,0.0,0.0,0.62
Hand_of_Malenia_Variant_136,15.99,0.0,0.0,18.17,0.0,0.0,0.0,0.0,0.0,0.96
Moonveil_Variant_137,8.92,0.0,0.0,7.57,0.0,16.29,0.0,0.0,0.0,0.77
Claymore_Variant_138,9.78,11.31,0.0,0.0,12.51,0.0,0.0,0.0,0.0,0.96
Hand_of_Malenia_Variant_139,16.09,0.0,0.0,19.31,0.0,0.0,0.0,0.0,0.0,0.91
Great_Katana_Variant_140,9.74,0.0,0.0,17.38,4.04,0.0,0.0,0.0,0.0,0.96
Hand_of_Malenia_Variant_141,16.26,0.0,0.0,19.28,0.0,0.0,0.0,0.0,0.0,0.94
Sword_of_St_Trina_Variant_142,2.74,9.19,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.68
Antspur_Rapier_Variant_143,3.06,0.0,0.0,0.0,12.69,0.0,0.0,0.0,0.0,0.66
Great_Katana_Variant_144,9.48,0.0,0.0,19.76,3.87,0.0,0.0,0.0,0.0,1.02
Dragon_Hunter_Great_Katana_Variant_145,10.18,0.0,0.0,19.9,5.86,0.0,0.0,0.0,0.0,1.03
Leda_Sword_Variant_146,6.44,0.0,0.0,11.82,0.0,0.0,0.0,0.0,8.0,0.73
Dragon_Hunter_Great_Katana_Variant_147,10.35,0.0,0.0,22.34,5.94,0.0,0.0,0.0,0.0,0.95
Sacred_Relic_Sword_Variant_148,10.62,0.0,0.0,7.45,0.0,0.0,0.0,0.0,19.16,1.06
Lightning_Perfume_Variant_149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,0.0,0.52
Dragon_King_Cragblade_Variant_150,17.62,0.0,0.0,0.0,14.56,0.0,0.0,12.32,0.0,1.21
Dragon_King_Cragblade_Variant_151,17.24,0.0,0.0,0.0,15.65,0.0,0.0,12.42,0.0,1.19
Vyke_War_Spear_Variant_152,7.2,0.0,0.0,0.0,12.62,0.0,11.0,0.0,0.0,1.05
Rakshasa_Great_Katana_Variant_153,9.75,0.0,0.0,23.65,0.0,0.0,0.0,0.0,0.0,1.12
Leda_Sword_Variant_154,6.07,0.0,0.0,12.4,0.0,0.0,0.0,0.0,7.54,0.78
Great_Stars_Variant_155,11.71,0.0,21.12,0.0,0.0,0.0,0.0,0.0,0.0,1.19
Frenzyflame_Perfume_Variant_156,0.91,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.54
