WeaponName,Weight,Standard,Strike,Slash,Piercing,Magic,Fire,Lightning,Holy,BaseSwingTime
Dagger,1.0,7.2,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.40
Parrying_Dagger,0.5,6.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.35
Crystal_Knife,2.0,0.0,0.0,0.0,7.2,8.1,0.0,0.0,0.0,0.45
Celebrant_Sickle,2.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.40
Ivory_Sickle,1.5,0.0,0.0,8.2,0.0,4.2,0.0,0.0,0.0,0.40
Wakizashi,2.5,0.0,0.0,9.2,2.4,0.0,0.0,0.0,0.0,0.50
Lordsworn_Straight_Sword,3.5,10.2,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.65
Noble_Slender_Sword,3.0,9.5,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.60
Weathered_Straight_Sword,3.0,8.8,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.60
Miquellan_Knight_Sword,4.5,0.0,0.0,0.0,4.2,0.0,0.0,0.0,12.8,0.70
Golden_Epitaph,4.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,13.2,0.65
Lazuli_Glintstone_Sword,3.5,0.0,0.0,8.2,0.0,9.4,0.0,0.0,0.0,0.65
Carian_Knight_Sword,4.0,0.0,0.0,9.2,0.0,10.2,0.0,0.0,0.0,0.65
Ornamental_Straight_Sword,3.0,9.8,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.60
Bastard_Sword,6.0,14.2,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.95
Iron_Greatsword,10.0,18.5,0.0,0.0,5.8,0.0,0.0,0.0,0.0,1.05
Lordsworn_Greatsword,10.0,15.2,0.0,0.0,4.8,0.0,0.0,0.0,0.0,1.00
Flamberge,7.0,0.0,0.0,16.5,11.0,0.0,0.0,0.0,0.0,0.85
Forked_Greatsword,7.0,0.0,0.0,15.2,3.5,0.0,0.0,0.0,0.0,0.95
Knight_Greatsword,9.0,16.2,0.0,0.0,5.2,0.0,0.0,0.0,0.0,1.05
Inseperable_Sword,10.0,12.2,0.0,0.0,3.5,0.0,0.0,0.0,11.5,1.05
Golden_Order_Greatsword,10.5,0.0,0.0,0.0,4.2,0.0,0.0,0.0,18.4,1.10
Sword_of_Miloss,11.0,17.2,0.0,0.0,4.8,0.0,0.0,0.0,0.0,1.10
Monk_Flame_Mace,5.5,0.0,13.2,0.0,0.0,0.0,4.2,0.0,0.0,0.70
Morning_Star,5.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.70
Stone_Club,5.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.75
Mace,5.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.70
Warped_Axe,6.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
Battle_Axe,5.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70
Hand_Axe,3.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60
Highland_Axe,3.5,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
Iron_Cleaver,5.5,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
Jawbone_Axe,6.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80
Greataxe,8.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00
Longhaft_Axe,10.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10
War_Axe,7.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
Crescent_Moon_Axe,7.5,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
Great_Omenkiller_Cleaver,13.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20
Winged_Greathorn,10.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10
Axe_of_Godrick,11.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
Icerind_Hatchet,3.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60
Stormhawk_Axe,3.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
Ripple_Blade,3.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
Varre_Bouquet,3.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60
Club,2.5,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.50
Large_Club,8.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.00
Great_Club,17.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.35
Pickaxe,6.0,0.0,15.5,0.0,5.2,0.0,0.0,0.0,0.0,0.85
Curved_Club,4.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.50
Spiked_Club,5.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.50
Hammer,5.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.70
War_Pick,4.0,0.0,11.8,0.0,3.5,0.0,0.0,0.0,0.0,0.65
Flail,5.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.70
Chainlink_Flail,8.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.85
Family_Heads,5.0,0.0,12.2,0.0,0.0,8.2,0.0,0.0,0.0,0.75
Bastards_Stars,2.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.60
Scimitar,3.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.60
Falchion,3.5,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.65
Shamshir,3.5,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.65
Grossmesser,4.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.70
Shotel,2.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.55
Bandit_Curved_Sword,3.5,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.65
Beastman_Curved_Sword,4.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.70
Serpent_God_Curved_Sword,4.5,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.75
Magma_Blade,5.0,0.0,0.0,14.2,0.0,0.0,12.5,0.0,0.0,0.75
Flowing_Curved_Sword,3.5,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.65
Omen_Cleaver,8.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,1.00
Dismounter,9.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,1.05
Bloodhound_Fang,11.5,0.0,0.0,22.4,4.2,0.0,0.0,0.0,0.0,1.10
Monk_Flameblade,6.0,0.0,0.0,15.2,0.0,0.0,4.2,0.0,0.0,0.85
Katana,5.5,0.0,0.0,14.2,3.5,0.0,0.0,0.0,0.0,0.75
Meteoric_Ore_Blade,7.5,0.0,0.0,11.2,0.0,8.2,0.0,0.0,0.0,0.80
Dragonscale_Blade,6.0,0.0,0.0,14.8,3.2,0.0,0.0,8.5,0.0,0.80
Rivers_of_Blood,13.0,0.0,0.0,8.5,0.0,0.0,11.2,0.0,0.0,0.70
Hand_of_Malenia,15.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.90
Serpent_Bone_Blade,6.0,0.0,0.0,15.2,3.8,0.0,0.0,0.0,0.0,0.80
Twinblade,6.0,0.0,0.0,12.2,3.2,0.0,0.0,0.0,0.0,0.75
Godskin_Peeler,8.0,0.0,0.0,4.2,16.1,0.0,0.0,0.0,0.0,0.85
Gargoyle_Twinblade,8.5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
Eleonora_Poleblade,7.0,0.0,0.0,8.3,4.9,0.0,10.6,0.0,0.0,0.75
Short_Spear,3.5,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.60
Spear,4.5,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.70
Partisan,6.5,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.85
Spiked_Spear,6.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.80
Cross_Naginata,8.0,0.0,0.0,8.2,12.4,0.0,0.0,0.0,0.0,0.95
Clayman_Harpoon,5.5,0.0,0.0,0.0,11.8,9.2,0.0,0.0,0.0,0.90
Bolt_of_Gransax,13.5,0.0,0.0,0.0,9.2,0.0,0.0,16.4,0.0,1.20
Mohgwyn_Sacred_Spear,17.5,0.0,0.0,0.0,26.6,0.0,25.1,0.0,0.0,1.30
Estoc,4.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.65
Rapier,2.5,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.55
Cleanrot_Knight_Sword,4.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.65
Antspur_Rapier,3.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.65
Bloody_Helice,11.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,1.10
Godskin_Stitcher,7.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,1.00
Whip,1.5,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.50
Urumi,3.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.75
Hoslow_Petal_Whip,3.5,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.75
Magma_Whip_Candlestick,2.5,0.0,0.0,10.5,0.0,0.0,16.0,0.0,0.0,0.60
Caestus,0.5,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.30
Iron_Ball,1.5,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.45
